id,name,desc,type,url,wikidata
459,Lars Broberg,"Swedish association football player, played for BoIS, active ?, born 1923-07-22",Q5,https://boishistoria.se/visa-data/?what=spelare&id=459&link=visa-data,
378,Johan Bruér,"Swedish association football player, played for BoIS, active ?, born 1983-11-20",Q5,https://boishistoria.se/visa-data/?what=spelare&id=378&link=visa-data,
3751,Gustaf Bruzelius,"Swedish association football player, played for BoIS, active ?, born 2002-08-24",Q5,https://boishistoria.se/visa-data/?what=spelare&id=3751&link=visa-data,
793,Torbjörn Brüzelius,"Swedish association football player, played for BoIS, active ?, born 1960-07-11",Q5,https://boishistoria.se/visa-data/?what=spelare&id=793&link=visa-data,
156,Dan Brzokoupil,"Swedish association football player, played for BoIS, active ?, born 1947-05-08",Q5,,Q1159011
3757,Samuel Burakovsky,"Swedish association football player, played for BoIS, active ?, born 2002-12-29",Q5,https://boishistoria.se/visa-data/?what=spelare&id=3757&link=visa-data,
621,Patrik Burda,"Swedish association football player, played for BoIS, active ?, born 1990-01-31",Q5,https://boishistoria.se/visa-data/?what=spelare&id=621&link=visa-data,
3467,Bill Burnikell,"Swedish association football player, played for BoIS, active ?, born None",Q5,https://boishistoria.se/visa-data/?what=spelare&id=3467&link=visa-data,
784,Tommy Börjesson,"Swedish association football player, played for BoIS, active ?, born 1959-04-20",Q5,https://boishistoria.se/visa-data/?what=spelare&id=784&link=visa-data,
3773,Constantino Capotondi,"Swedish association football player, played for BoIS, active ?, born 2000-10-07",Q5,https://boishistoria.se/visa-data/?what=spelare&id=3773&link=visa-data,Q136750533
473,Leif Carlsen,"Swedish association football player, played for BoIS, active ?, born 1943-12-04",Q5,https://boishistoria.se/visa-data/?what=spelare&id=473&link=visa-data,Q17518783
143,Christoffer Carlsson,"Swedish association football player, played for BoIS, active ?, born 1989-01-15",Q5,https://boishistoria.se/visa-data/?what=spelare&id=143&link=visa-data,Q5603059
460,Lars Carlsson,"Swedish association football player, played for BoIS, active ?, born 1940-08-05",Q5,https://boishistoria.se/visa-data/?what=spelare&id=460&link=visa-data,
12,Alaudin Cecunjanin,"Swedish association football player, played for BoIS, active ?, born 1990-03-30",Q5,https://boishistoria.se/visa-data/?what=spelare&id=12&link=visa-data,
661,Pär Cederqvist,"Swedish association football player, played for BoIS, active ?, born 1980-03-10",Q5,https://boishistoria.se/visa-data/?what=spelare&id=661&link=visa-data,Q1445152
292,Hasan Cetinkaya,"Swedish association football player, played for BoIS, active ?, born 1977-01-27",Q5,https://boishistoria.se/visa-data/?what=spelare&id=292&link=visa-data,Q958054
724,Stefan Claesson,"Swedish association football player, played for BoIS, active ?, born 1976-03-01",Q5,https://boishistoria.se/visa-data/?what=spelare&id=724&link=visa-data,
173,Edwin Condrup,"Swedish association football player, played for BoIS, active ?, born 1999-03-26",Q5,https://boishistoria.se/visa-data/?what=spelare&id=173&link=visa-data,
165,David Conradi,"Swedish association football player, played for BoIS, active ?, born 1974-10-19",Q5,https://boishistoria.se/visa-data/?what=spelare&id=165&link=visa-data,
417,Karl Corneliusson,"Swedish association football player, played for BoIS, active ?, born 1976-11-17",Q5,https://boishistoria.se/visa-data/?what=spelare&id=417&link=visa-data,Q1730675
146,Claes Cronqvist,"Swedish association football player, played for BoIS, active ?, born 1944-10-15",Q5,https://boishistoria.se/visa-data/?what=spelare&id=146&link=visa-data,Q1094668
646,Peter Csirmaz,"Swedish association football player, played for BoIS, active ?, born 1958-04-15",Q5,https://boishistoria.se/visa-data/?what=spelare&id=646&link=visa-data,
332,Ingvar Cöster,"Swedish association football player, played for BoIS, active ?, born 1927-01-26",Q5,https://boishistoria.se/visa-data/?what=spelare&id=332&link=visa-data,
675,Rickard Dahan,"Swedish association football player, played for BoIS, active ?, born 1967-10-20",Q5,https://boishistoria.se/visa-data/?what=spelare&id=675&link=visa-data,
15,Albin Dahl,"Swedish association football player, played for BoIS, active ?, born 1900-01-02",Q5,https://boishistoria.se/visa-data/?what=spelare&id=15&link=visa-data,Q722287
45,Andreas Dahl,"Swedish association football player, played for BoIS, active ?, born 1984-06-06",Q5,https://boishistoria.se/visa-data/?what=spelare&id=45&link=visa-data,Q359016
178,Harry Dahl,"Swedish association football player, played for BoIS, active ?, born 1902-06-25",Q5,,Q16838141
179,Birger Dahlgren,"Swedish association football player, played for BoIS, active ?, born 1894-05-18",Q5,,
116,Börje Dahlgren,"Swedish association football player, played for BoIS, active ?, born 1926-07-17",Q5,https://boishistoria.se/visa-data/?what=spelare&id=116&link=visa-data,
233,Gert Dahlgren,"Swedish association football player, played for BoIS, active ?, born 1954-08-02",Q5,https://boishistoria.se/visa-data/?what=spelare&id=233&link=visa-data,
182,Gunnar Dahlgren,"Swedish association football player, played for BoIS, active ?, born 1922-09-04",Q5,,
425,Kenneth Dahlgren,"Swedish association football player, played for BoIS, active ?, born 1948-09-26",Q5,https://boishistoria.se/visa-data/?what=spelare&id=425&link=visa-data,
556,Mikael Dahlgren,"Swedish association football player, played for BoIS, active ?, born 1984-07-19",Q5,https://boishistoria.se/visa-data/?what=spelare&id=556&link=visa-data,Q256861
