#entry_id	catalog	external_id	external_url	name	description	entry_type	mnm_user_id	q	matched_on	matched_by_username	auxiliary_data	born	died	dates_in_wikidata	lat	lon	multi_match_candidates
281288529	7738	354	https://www.aikstats.se/player.php?id=354	Gerhard Hill	Swedish association football player, played for AIK, Vänsterytter, active ? -1949	Q5											
281288530	7738	775	https://www.aikstats.se/player.php?id=775	Mikael Wentzel	Swedish association football player, played for AIK, Back, active ? - ?	Q5											
281288531	7738	948	https://www.aikstats.se/player.php?id=948	Sebastian Björk-Wänstrand	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288532	7738	673	https://www.aikstats.se/player.php?id=673	Lars Isaksson	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288533	7738	277	https://www.aikstats.se/player.php?id=277	Sture "Stöttan" Gillström	Swedish association football player, played for AIK, Center, active 1933-1934	Q5											
281288534	7738	1513	https://www.aikstats.se/player.php?id=1513	David Hulterström	Swedish association football player, played for AIK, Målvakt, active 1914- ?	Q5											
281288535	7738	348	https://www.aikstats.se/player.php?id=348	Åke "Åke Andersson II" Andersson	Swedish association football player, played for AIK, Högerinner, active 1944-1946	Q5	4	Q270868	20260327210238	Auxiliary data matcher							
281288536	7738	554	https://www.aikstats.se/player.php?id=554	Stellan Nilsson	Swedish association football player, played for AIK, Innerback, active 1977-1978	Q5											
281288537	7738	1204	https://www.aikstats.se/player.php?id=1204	Frederic Kayembe	Swedish association football player, played for AIK, Mittfältare, active 2013-2016	Q5											
281288538	7738	1387	https://www.aikstats.se/player.php?id=1387	Filip Bergman	Swedish association football player, played for AIK, Mittback, active ? - ?	Q5	355014	Q5572608	20260328064659	Salgo60							
281288539	7738	366	https://www.aikstats.se/player.php?id=366	Olle Nyström	Swedish association football player, played for AIK, , active 1947-1948	Q5	4	Q101427922	20260327210238	Auxiliary data matcher							
281288540	7738	512	https://www.aikstats.se/player.php?id=512	Kjell Friman	Swedish association football player, played for AIK, Mittfältare, active 1963-1971	Q5											
281288541	7738	1249	https://www.aikstats.se/player.php?id=1249	Magnar Ødegaard	Swedish association football player, played for AIK, Mittback, active 2019-2019	Q5	4	Q3432739	20260327210238	Auxiliary data matcher							
281288542	7738	540	https://www.aikstats.se/player.php?id=540	Peter "Saven" Saverstam	Swedish association football player, played for AIK, Forward, active 1969-1975	Q5											
281288543	7738	860	https://www.aikstats.se/player.php?id=860	Karl-Erik Ahlström	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288544	7738	1546	https://www.aikstats.se/player.php?id=1546	Åke Zachrisson	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288545	7738	323	https://www.aikstats.se/player.php?id=323	Sigvard "Sigge, Sillen" Sandin	Swedish association football player, played for AIK, Högerback, active ? -1943	Q5											
281288546	7738	425	https://www.aikstats.se/player.php?id=425	Bengt Ragnarsson	Swedish association football player, played for AIK, Vänsterinner, active 1958-1958	Q5	3854451	Q111042046	20260328031307	Quesotiotyo							
281288547	7738	1069	https://www.aikstats.se/player.php?id=1069	William Sheriff	Swedish association football player, played for AIK, , active 2012-2016	Q5											
281288548	7738	46	https://www.aikstats.se/player.php?id=46	Jimmy Magnusson	Swedish association football player, played for AIK, Forward, active 1999- ?	Q5											
281288549	7738	1170	https://www.aikstats.se/player.php?id=1170	Willis Karlsson	Swedish association football player, played for AIK, , active ? - ?	Q5	26041	Q138642774	20260328133802	Jssfrk							
281288550	7738	253	https://www.aikstats.se/player.php?id=253	Carl-Filip "Fille" Borgh	Swedish association football player, played for AIK, Center, active 1928-1929	Q5	4	Q124603349	20260327210239	Auxiliary data matcher							
281288551	7738	904	https://www.aikstats.se/player.php?id=904	Jacob Ericsson	Swedish association football player, played for AIK, Mittfältare, active 2011-2013	Q5	4	Q15616701	20260327210239	Auxiliary data matcher							
281288552	7738	316	https://www.aikstats.se/player.php?id=316	Carl-Hugo "Calle" Högberg	Swedish association football player, played for AIK, Center, active 1939-1942	Q5											
281288553	7738	1475	https://www.aikstats.se/player.php?id=1475	Ayo Rupia-Ellis	Swedish association football player, played for AIK, Back, active ? - ?	Q5											
281288554	7738	359	https://www.aikstats.se/player.php?id=359	Klas "Klasse" Lindström	Swedish association football player, played for AIK, Vänsterhalv, active 1933-1948	Q5											
281288555	7738	973	https://www.aikstats.se/player.php?id=973	Nils Blomkvist	Swedish association football player, played for AIK, Målvakt, active ? - ?	Q5											
281288556	7738	681	https://www.aikstats.se/player.php?id=681	Lars Persson	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288557	7738	1116	https://www.aikstats.se/player.php?id=1116	Otto Höijer	Swedish association football player, played for AIK, , active 1905-1908	Q5											
281288558	7738	1197	https://www.aikstats.se/player.php?id=1197	Göte Almqvist	Swedish association football player, played for AIK, , active ? - ?	Q5	26041	Q1338438	20260328133927	Jssfrk							
281288559	7738	234	https://www.aikstats.se/player.php?id=234	Herman Carlson	Swedish association football player, played for AIK, Högerinner, active ? - ?	Q5	4	Q5602895	20260327210239	Auxiliary data matcher							
281288560	7738	1232	https://www.aikstats.se/player.php?id=1232	Julian Larsson	Swedish association football player, played for AIK, Forward, active 2005-2020	Q5	26041	Q74296717	20260328133952	Jssfrk							
281288561	7738	1033	https://www.aikstats.se/player.php?id=1033	William Jan	Swedish association football player, played for AIK, , active 2003-2017	Q5											
281288562	7738	273	https://www.aikstats.se/player.php?id=273	Bertil "Danskdödaren" Ericsson	Swedish association football player, played for AIK, Center, active 1932-1932	Q5	4	Q13607129	20260327210239	Auxiliary data matcher							
281288563	7738	282	https://www.aikstats.se/player.php?id=282	Gustav "Buckla" Nordquist	Swedish association football player, played for AIK, Center, active ? - ?	Q5											
281288564	7738	619	https://www.aikstats.se/player.php?id=619	David Nildén	Swedish association football player, played for AIK, Mittfältare, active 1985-1993	Q5	4	Q133247529	20260327210239	Auxiliary data matcher							
281288565	7738	385	https://www.aikstats.se/player.php?id=385	Roland Lönn	Swedish association football player, played for AIK, Vänsterytter, active 1950-1951	Q5	4	Q131938219	20260327210239	Auxiliary data matcher							
281288566	7738	560	https://www.aikstats.se/player.php?id=560	Claes-Göran Forsberg	Swedish association football player, played for AIK, Forward, active 1978-1979	Q5											
281288567	7738	1424	https://www.aikstats.se/player.php?id=1424	Richie Omorowa	Swedish association football player, played for AIK, Forward, active ? -2021	Q5	26041	Q117921984	20260328134006	Jssfrk							
281288568	7738	989	https://www.aikstats.se/player.php?id=989	Goran Slavkovski	Swedish association football player, played for AIK, Forward, active ? - ?	Q5	26041	Q2568182	20260328134054	Jssfrk							
281288569	7738	1553	https://www.aikstats.se/player.php?id=1553	Kjellberg	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288570	7738	1133	https://www.aikstats.se/player.php?id=1133	Gunnar Malmqvist	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288571	7738	1019	https://www.aikstats.se/player.php?id=1019	Sandro José Ferreira da Silva	Swedish association football player, played for AIK, Yttermittfältare, active ? - ?	Q5	26041	Q372128	20260328134120	Jssfrk							
281288572	7738	1501	https://www.aikstats.se/player.php?id=1501	Ernfrid Christoffersson	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288573	7738	578	https://www.aikstats.se/player.php?id=578	Robert Andersson	Swedish association football player, played for AIK, Forward, active 1982-1983	Q5											
281288574	7738	306	https://www.aikstats.se/player.php?id=306	Stig "Murren" Johansson	Swedish association football player, played for AIK, Vänsterback, active 1939-1943	Q5											
281288575	7738	1110	https://www.aikstats.se/player.php?id=1110	Johan "Jonne, Kolan" Kohlström	Swedish association football player, played for AIK, Målvakt, active ? - ?	Q5											
281288576	7738	1237	https://www.aikstats.se/player.php?id=1237	Melker Antonsson	Swedish association football player, played for AIK, Mittfältare, active ? -2019	Q5											
281288577	7738	740	https://www.aikstats.se/player.php?id=740	Karl Olofsson	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288578	7738	1482	https://www.aikstats.se/player.php?id=1482	Nils Johansson	Swedish association football player, played for AIK, Målvakt, active ? - ?	Q5											
281288579	7738	1135	https://www.aikstats.se/player.php?id=1135	E G Granfeldt	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288580	7738	1359	https://www.aikstats.se/player.php?id=1359	Alexander Snäcke	Swedish association football player, played for AIK, Mittback, active ? -2018	Q5											
281288581	7738	235	https://www.aikstats.se/player.php?id=235	Sten Mellgren	Swedish association football player, played for AIK, Högerback, active 1924-1926	Q5	4	Q3434407	20260327210239	Auxiliary data matcher							
281288582	7738	308	https://www.aikstats.se/player.php?id=308	Sten Heldt	Swedish association football player, played for AIK, Center, active 1940-1940	Q5											
281288583	7738	370	https://www.aikstats.se/player.php?id=370	Henry Edholt	Swedish association football player, played for AIK, Högerinner, active 1948-1951	Q5											
281288584	7738	505	https://www.aikstats.se/player.php?id=505	Lars Borgqvist	Swedish association football player, played for AIK, Forward, active 1958-1970	Q5											
281288585	7738	402	https://www.aikstats.se/player.php?id=402	Leo Samuelsson	Swedish association football player, played for AIK, Centerhalv, active 1953-1960	Q5											
281288586	7738	767	https://www.aikstats.se/player.php?id=767	Alieu Jagne	Swedish association football player, played for AIK, Mittfältare, active ? - ?	Q5	26041	Q5827024	20260329082701	Jssfrk							
281288587	7738	1028	https://www.aikstats.se/player.php?id=1028	Adam Stevens	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288588	7738	40	https://www.aikstats.se/player.php?id=40	Jonas Gustavsson	Swedish association football player, played for AIK, Forward, active 2006-2006	Q5											
281288589	7738	1309	https://www.aikstats.se/player.php?id=1309	Maxime Sainte	Swedish association football player, played for AIK, , active ? - ?	Q5	4	Q117834777	20260327210239	Auxiliary data matcher							
281288590	7738	83	https://www.aikstats.se/player.php?id=83	Mattias Nylund	Swedish association football player, played for AIK, Vänsterback, active 2003-2003	Q5	4	Q1273211	20260327210239	Auxiliary data matcher							
281288591	7738	448	https://www.aikstats.se/player.php?id=448	Rolf "Linus" Lindgren	Swedish association football player, played for AIK, Vänsterytter, active 1963-1963	Q5	4	Q5956210	20260327210239	Auxiliary data matcher							
281288592	7738	1134	https://www.aikstats.se/player.php?id=1134	Evald Svensson	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288593	7738	687	https://www.aikstats.se/player.php?id=687	Joakim Moström	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288594	7738	291	https://www.aikstats.se/player.php?id=291	Olof "Bällsta" Johansson	Swedish association football player, played for AIK, Center, active 1931-1933	Q5											
281288595	7738	361	https://www.aikstats.se/player.php?id=361	Ragnar "Ragge" Blom	Swedish association football player, played for AIK, Högerback, active 1946-1947	Q5	4	Q62083960	20260327210239	Auxiliary data matcher							
281288596	7738	487	https://www.aikstats.se/player.php?id=487	Stig "Stickan" Nilsson	Swedish association football player, played for AIK, , active 1968-1968	Q5											
281288597	7738	683	https://www.aikstats.se/player.php?id=683	Ola Törnberg	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288598	7738	1229	https://www.aikstats.se/player.php?id=1229	Samuel Brolin	Swedish association football player, played for AIK, Målvakt, active 2015-2018	Q5	4	Q74226427	20260327210240	Auxiliary data matcher							
281288599	7738	1038	https://www.aikstats.se/player.php?id=1038	Daniel Ålund	Swedish association football player, played for AIK, Mittfältare, active ? - ?	Q5											
281288600	7738	279	https://www.aikstats.se/player.php?id=279	Emil "Mille" Haag	Swedish association football player, played for AIK, Center, active 1932-1939	Q5											
281288601	7738	342	https://www.aikstats.se/player.php?id=342	Evald "Willis" Wistrand	Swedish association football player, played for AIK, Högerytter, active 1944-1944	Q5											
281288602	7738	1201	https://www.aikstats.se/player.php?id=1201	Kevin Yildiz Edlund	Swedish association football player, played for AIK, Back, active 2010-2017	Q5											
281288603	7738	244	https://www.aikstats.se/player.php?id=244	Birger "Bigge-Backis" Karlsson	Swedish association football player, played for AIK, Högerback, active ? - ?	Q5											
281288604	7738	557	https://www.aikstats.se/player.php?id=557	Jan "Jana" Holmgren	Swedish association football player, played for AIK, Forward, active 1975-1978	Q5											
281288605	7738	1438	https://www.aikstats.se/player.php?id=1438	Rasmus Granath	Swedish association football player, played for AIK, Mittfältare, active 2019- ?	Q5											
281288606	7738	1308	https://www.aikstats.se/player.php?id=1308	Axel Karlsson	Swedish association football player, played for AIK, Back, active ? - ?	Q5											
281288607	7738	73	https://www.aikstats.se/player.php?id=73	Daniel Johansson	Swedish association football player, played for AIK, Back, active ? - ?	Q5											
281288608	7738	686	https://www.aikstats.se/player.php?id=686	Marcus Arencranz	Swedish association football player, played for AIK, Back, active 2000- ?	Q5											
281288609	7738	506	https://www.aikstats.se/player.php?id=506	Jörgen Sandsten	Swedish association football player, played for AIK, Ytterback, active 1967-1970	Q5											
281288610	7738	694	https://www.aikstats.se/player.php?id=694	Fritz Carlsson	Swedish association football player, played for AIK, , active ? - ?	Q5	26041	Q5603464	20260329082838	Jssfrk							
281288611	7738	1223	https://www.aikstats.se/player.php?id=1223	Gustav Berggren	Swedish association football player, played for AIK, Mittfältare, active ? -2019	Q5	4	Q131454246	20260327210240	Auxiliary data matcher							
281288612	7738	836	https://www.aikstats.se/player.php?id=836	Milos Petkovic	Swedish association football player, played for AIK, Målvakt, active 2009-2009	Q5											
281288613	7738	1468	https://www.aikstats.se/player.php?id=1468	Manaf Rawufu	Swedish association football player, played for AIK, Forward, active ? - ?	Q5	26041	Q136344042	20260328144559	Jssfrk							
281288614	7738	1549	https://www.aikstats.se/player.php?id=1549	W Jansson	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288615	7738	436	https://www.aikstats.se/player.php?id=436	Tommy Lindh	Swedish association football player, played for AIK, Inner, active 1960-1961	Q5											
281288616	7738	444	https://www.aikstats.se/player.php?id=444	Kurt Lindh	Swedish association football player, played for AIK, Halvback, active ? - ?	Q5											
281288617	7738	1354	https://www.aikstats.se/player.php?id=1354	Rany Georgis	Swedish association football player, played for AIK, Forward, active ? - ?	Q5											
281288618	7738	674	https://www.aikstats.se/player.php?id=674	Thomas Nilsson	Swedish association football player, played for AIK, Målvakt, active ? - ?	Q5											
281288619	7738	261	https://www.aikstats.se/player.php?id=261	Sven "Djurgårn, Rödsven, Lill-John" Johansson	Swedish association football player, played for AIK, Vänsterinner, active 1929- ?	Q5											
281288620	7738	1165	https://www.aikstats.se/player.php?id=1165	Jannis Vasiliou	Swedish association football player, played for AIK, Vänsterback, active ? -2001	Q5											
281288621	7738	510	https://www.aikstats.se/player.php?id=510	Roland "Rolle, Hogge" Hogart	Swedish association football player, played for AIK, Mittfältare, active 1966-1973	Q5											
281288622	7738	1437	https://www.aikstats.se/player.php?id=1437	Salim Nkubiri	Swedish association football player, played for AIK, , active 2021- ?	Q5	26041	Q115155946	20260329083627	Jssfrk							
281288623	7738	1283	https://www.aikstats.se/player.php?id=1283	Jonathan Hagman	Swedish association football player, played for AIK, Mittfältare, active ? -2015	Q5	26041	Q127360855	20260329083639	Jssfrk							
281288624	7738	923	https://www.aikstats.se/player.php?id=923	Clecio Nascimento Santos	Swedish association football player, played for AIK, Forward, active 2010-2010	Q5	4	Q18205542	20260327210241	Auxiliary data matcher							
281288625	7738	1324	https://www.aikstats.se/player.php?id=1324	Henry Fredberg	Swedish association football player, played for AIK, , active 1919-1921	Q5	26041	Q47516909	20260329083632	Jssfrk							
281288626	7738	1568	https://www.aikstats.se/player.php?id=1568	Mårtensson	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288627	7738	693	https://www.aikstats.se/player.php?id=693	Gunnar Stenberg	Swedish association football player, played for AIK, Högerhalv, active 1897-1902	Q5											
281288628	7738	248	https://www.aikstats.se/player.php?id=248	Knut "Putte" Thysell	Swedish association football player, played for AIK, Forward, active 1927-1929	Q5											
281288629	7738	263	https://www.aikstats.se/player.php?id=263	Algot "Agge" Haglund	Swedish association football player, played for AIK, Högerytter, active 1928-1934	Q5	4	Q47498879	20260327210241	Auxiliary data matcher							
281288630	7738	271	https://www.aikstats.se/player.php?id=271	Hans "Hasse" Garpe	Swedish association football player, played for AIK, Vänsterinner, active ? - ?	Q5											
281288631	7738	1270	https://www.aikstats.se/player.php?id=1270	Niklas "NiP" Persson	Swedish association football player, played for AIK, Yttermittfältare, active ? - ?	Q5											
281288632	7738	1516	https://www.aikstats.se/player.php?id=1516	Vilhelm Eriksson	Swedish association football player, played for AIK, Forward, active ? - ?	Q5											
281288633	7738	297	https://www.aikstats.se/player.php?id=297	Janne Borgqvist	Swedish association football player, played for AIK, Högerback, active ? - ?	Q5											
281288634	7738	1485	https://www.aikstats.se/player.php?id=1485	Jan Johansson	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288635	7738	1565	https://www.aikstats.se/player.php?id=1565	J Andersson	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288636	7738	1191	https://www.aikstats.se/player.php?id=1191	Strahinja Golic	Swedish association football player, played for AIK, Back, active 2015- ?	Q5											
281288637	7738	1227	https://www.aikstats.se/player.php?id=1227	Joel Ekstrand	Swedish association football player, played for AIK, Back, active 2018-2019	Q5	4	Q10792	20260327210241	Auxiliary data matcher							
281288638	7738	791	https://www.aikstats.se/player.php?id=791	Obi Etie	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288639	7738	1464	https://www.aikstats.se/player.php?id=1464	Lamine Dabo	Swedish association football player, played for AIK, Mittfältare, active 2023- ?	Q5	4	Q124666675	20260327210241	Auxiliary data matcher							
281288640	7738	1545	https://www.aikstats.se/player.php?id=1545	Gunnar Gallin	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288641	7738	630	https://www.aikstats.se/player.php?id=630	Per "Pelle" Olsson	Swedish association football player, played for AIK, Forward, active 1995-1995	Q5	4	Q132717965	20260327210241	Auxiliary data matcher							
281288642	7738	695	https://www.aikstats.se/player.php?id=695	Hugo Berg	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288643	7738	1502	https://www.aikstats.se/player.php?id=1502	Gunnar Linder	Swedish association football player, played for AIK, Forward, active ? - ?	Q5											
281288644	7738	1272	https://www.aikstats.se/player.php?id=1272	Nebiyou Perry	Swedish association football player, played for AIK, Yttermittfältare, active ? -2018	Q5	4	Q66767148	20260327210241	Auxiliary data matcher							
281288645	7738	861	https://www.aikstats.se/player.php?id=861	Lars Blomdahl	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288646	7738	1518	https://www.aikstats.se/player.php?id=1518	Josef Kindlund	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288647	7738	1282	https://www.aikstats.se/player.php?id=1282	Ludwig Ahl	Swedish association football player, played for AIK, Mittfältare, active ? -2014	Q5											
281288648	7738	1542	https://www.aikstats.se/player.php?id=1542	Gustaf "Blekberg" Ekberg	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288649	7738	1314	https://www.aikstats.se/player.php?id=1314	Suffian Kalokoh	Swedish association football player, played for AIK, Forward, active ? - ?	Q5											
281288650	7738	1550	https://www.aikstats.se/player.php?id=1550	David Karlsson	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288651	7738	1161	https://www.aikstats.se/player.php?id=1161	Lars Söderberg	Swedish association football player, played for AIK, Målvakt, active ? - ?	Q5											
281288652	7738	345	https://www.aikstats.se/player.php?id=345	Lennart Persson	Swedish association football player, played for AIK, Vänsterytter, active ? -1944	Q5											
281288653	7738	1347	https://www.aikstats.se/player.php?id=1347	Ferid Ali	Swedish association football player, played for AIK, Forward, active ? - ?	Q5	26041	Q28529980	20260329083918	Jssfrk							
281288654	7738	741	https://www.aikstats.se/player.php?id=741	Ernst Mathison	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288655	7738	1507	https://www.aikstats.se/player.php?id=1507	E Olsson	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288656	7738	1287	https://www.aikstats.se/player.php?id=1287	Filip Bergkvist	Swedish association football player, played for AIK, Forward, active ? -2016	Q5											
281288657	7738	50	https://www.aikstats.se/player.php?id=50	Johan Vega	Swedish association football player, played for AIK, Forward, active 1996-2006	Q5											
281288658	7738	600	https://www.aikstats.se/player.php?id=600	Björn Andersson	Swedish association football player, played for AIK, Vänsterback, active 1980-1989	Q5											
281288659	7738	1466	https://www.aikstats.se/player.php?id=1466	Carl Melin	Swedish association football player, played for AIK, Mittfältare, active ? - ?	Q5											
281288660	7738	947	https://www.aikstats.se/player.php?id=947	Henrik De Sousa	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288661	7738	1344	https://www.aikstats.se/player.php?id=1344	Alexander Jakobsen	Swedish association football player, played for AIK, Yttermittfältare, active ? - ?	Q5	26041	Q14624150	20260329084019	Jssfrk							
281288662	7738	1136	https://www.aikstats.se/player.php?id=1136	Per Sjöholm	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288663	7738	680	https://www.aikstats.se/player.php?id=680	Kent Elander	Swedish association football player, played for AIK, Målvakt, active ? - ?	Q5											
281288664	7738	267	https://www.aikstats.se/player.php?id=267	Gunnar "Blomman" Blomström	Swedish association football player, played for AIK, Center, active 1931-1934	Q5											
281288665	7738	1043	https://www.aikstats.se/player.php?id=1043	Ulysses Veghelyi	Swedish association football player, played for AIK, Mittback, active ? -2017	Q5											
281288666	7738	1316	https://www.aikstats.se/player.php?id=1316	Noa Ersa Engberg	Swedish association football player, played for AIK, Forward, active 2019-2020	Q5											
281288667	7738	1479	https://www.aikstats.se/player.php?id=1479	Per Lundqvist	Swedish association football player, played for AIK, Målvakt, active ? - ?	Q5											
281288668	7738	1115	https://www.aikstats.se/player.php?id=1115	Johan Björkegren	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288669	7738	447	https://www.aikstats.se/player.php?id=447	Leif Iwarsson	Swedish association football player, played for AIK, Högerytter, active 1963-1963	Q5	4	Q16912365	20260327210241	Auxiliary data matcher							
281288670	7738	666	https://www.aikstats.se/player.php?id=666	Joakim Hagernäs	Swedish association football player, played for AIK, Offensiv mittfältare, active 2004-2004	Q5	4	Q5782368	20260327210241	Auxiliary data matcher							
281288671	7738	395	https://www.aikstats.se/player.php?id=395	Lars "Råttan" Boman	Swedish association football player, played for AIK, Vänsterytter, active 1948-1953	Q5	4	Q101444611	20260327210241	Auxiliary data matcher							
281288672	7738	714	https://www.aikstats.se/player.php?id=714	Bernhard Magnusson	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288673	7738	1231	https://www.aikstats.se/player.php?id=1231	Gustaf Lagerbielke	Swedish association football player, played for AIK, Back, active 2017-2019	Q5	4	Q107316383	20260327210241	Auxiliary data matcher							
281288674	7738	241	https://www.aikstats.se/player.php?id=241	Evald Allard	Swedish association football player, played for AIK, Back, active 1920-1930	Q5	4	Q18450386	20260327210241	Auxiliary data matcher							
281288675	7738	1271	https://www.aikstats.se/player.php?id=1271	Claus Royo	Swedish association football player, played for AIK, Back, active ? -2019	Q5											
281288676	7738	1452	https://www.aikstats.se/player.php?id=1452	William Rashidi	Swedish association football player, played for AIK, Vänsterytter, active 2018- ?	Q5											
281288677	7738	602	https://www.aikstats.se/player.php?id=602	Krister "Chippe" Persson	Swedish association football player, played for AIK, Mittfältare, active 1980-1989	Q5											
281288678	7738	1160	https://www.aikstats.se/player.php?id=1160	Ulf Carlsson	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288679	7738	384	https://www.aikstats.se/player.php?id=384	Jerker Hannerz	Swedish association football player, played for AIK, Center, active 1947-1954	Q5	4	Q132124961	20260327210241	Auxiliary data matcher							
281288680	7738	1029	https://www.aikstats.se/player.php?id=1029	Magnus Larsson	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288681	7738	1498	https://www.aikstats.se/player.php?id=1498	Heribert Kronberg	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288682	7738	1506	https://www.aikstats.se/player.php?id=1506	Friberg	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288683	7738	1268	https://www.aikstats.se/player.php?id=1268	Gustav Rydberg	Swedish association football player, played for AIK, Mittfältare, active 2019-2020	Q5											
281288684	7738	1514	https://www.aikstats.se/player.php?id=1514	Axel Löf	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288685	7738	902	https://www.aikstats.se/player.php?id=902	Bernt Gideonsson	Swedish association football player, played for AIK, Målvakt, active ? - ?	Q5											
281288686	7738	1310	https://www.aikstats.se/player.php?id=1310	Noah Tesfai	Swedish association football player, played for AIK, Högerytter, active ? - ?	Q5	26041	Q74225804	20260328144907	Jssfrk							
281288687	7738	92	https://www.aikstats.se/player.php?id=92	Tolga Ünal	Swedish association football player, played for AIK, Forward, active 1999-2003	Q5											
281288688	7738	1021	https://www.aikstats.se/player.php?id=1021	Andrew Sumba	Swedish association football player, played for AIK, , active 2010- ?	Q5											
281288689	7738	761	https://www.aikstats.se/player.php?id=761	Christer Ovansjö	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288690	7738	1503	https://www.aikstats.se/player.php?id=1503	Dahlberg	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288691	7738	1511	https://www.aikstats.se/player.php?id=1511	Erik Pettersson	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288692	7738	781	https://www.aikstats.se/player.php?id=781	Filip Terland	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288693	7738	1295	https://www.aikstats.se/player.php?id=1295	Carl Krantz	Swedish association football player, played for AIK, , active 1913-1922	Q5											
281288694	7738	300	https://www.aikstats.se/player.php?id=300	Bengt "Bebbe" Hellström	Swedish association football player, played for AIK, Högerback, active ? - ?	Q5											
281288695	7738	612	https://www.aikstats.se/player.php?id=612	Jonas "Jonte" Henriksson	Swedish association football player, played for AIK, Forward, active 1984-1991	Q5	4	Q132395980	20260327210241	Auxiliary data matcher							
281288696	7738	1315	https://www.aikstats.se/player.php?id=1315	Robin Sundgren	Swedish association football player, played for AIK, Back, active ? -2021	Q5											
281288697	7738	72	https://www.aikstats.se/player.php?id=72	Kali Ongala	Swedish association football player, played for AIK, Mittfältare, active 2007-2007	Q5	26041	Q6028580	20260328145003	Jssfrk							
281288698	7738	1186	https://www.aikstats.se/player.php?id=1186	Rager Rebandi	Swedish association football player, played for AIK, Målvakt, active 2010-2016	Q5											
281288699	7738	386	https://www.aikstats.se/player.php?id=386	Sven "Sventa, Ekerö-Olle, Svenne" Olsson	Swedish association football player, played for AIK, Vänsterinner, active 1948-1952	Q5	4	Q132125018	20260327210241	Auxiliary data matcher							
281288700	7738	1412	https://www.aikstats.se/player.php?id=1412	Abdul Latif Anabila	Swedish association football player, played for AIK, Mittfältare, active ? - ?	Q5	26041	Q98069158	20260329084352	Jssfrk							
281288701	7738	757	https://www.aikstats.se/player.php?id=757	Sven "Svenne Berka" Bergqvist	Swedish association football player, played for AIK, , active 1936-1936	Q5	4	Q941178	20260327210241	Auxiliary data matcher							
281288702	7738	1039	https://www.aikstats.se/player.php?id=1039	Bryan Massa	Swedish association football player, played for AIK, Yttermittfältare, active ? - ?	Q5											
281288703	7738	569	https://www.aikstats.se/player.php?id=569	Staffan Gillberg	Swedish association football player, played for AIK, Målvakt, active 1972-1979	Q5											
281288704	7738	1508	https://www.aikstats.se/player.php?id=1508	Lindqvist	Swedish association football player, played for AIK, , active ? - ?	Q5											
281288705	7738	1280	https://www.aikstats.se/player.php?id=1280	Philip Olofsson	Swedish association football player, played for AIK, Back, active ? -2015	Q5											
281288706	7738	1459	https://www.aikstats.se/player.php?id=1459	Marcus Valgma	Swedish association football player, played for AIK, Back, active 2020- ?	Q5											
281288707	7738	1467	https://www.aikstats.se/player.php?id=1467	Oscar Sjöstrand	Swedish association football player, played for AIK, Yttermittfältare, active ? - ?	Q5	26041	Q136002142	20260329084432	Jssfrk							
281288708	7738	1353	https://www.aikstats.se/player.php?id=1353	Kevin "KJ" Jakobsson	Swedish association football player, played for AIK, Forward, active 2014-2018	Q5											
281288709	7738	727	https://www.aikstats.se/player.php?id=727	Jonas Strandberg	Swedish association football player, played for AIK, , active ? - ?	Q5											
